title,BKT_SED29U_Br,BKT_SED29U_C,BKT_SED29U_F,DUS_SED21U_Br,DUS_NOAA_Cr,DUS_SED21U_F,SNB_SED54_Br,SNB_NOAA_C,SNB_SED54_F,LCS_SED11_Br,LCS_NOAA_C,LOS_Mako_PelLL_ICCAT_Br,LOS_NOAA_C,LOS_ICCAT_F,ASN_SED34_Br,ASN_NOAA_C,ASN_SED34_F,SCS_SED34_Br,SCS_NOAA_C,YFT_PelLL_ICCAT_Br,YFT_NOAA_C,YFT_ICCAT_F,BFT_GOMPelLL_ICCAT_Br,BFT_NOAA_C,BFT_ICCAT_F,TUN_PelLL_ICCAT_Br,TUN_NOAA_C,BIL_PelLL_ICCAT_Br,BIL_ICCAT_C,BIL_ICCAT_F,SWO_PelLL_ICCAT_Br,SWO_NOAA_Cr,SWO_ICCAT_F,PCP_SMP_TRWL_Br,PCP_NOAA_C,GAJ_SED33U_Br,GAJ_SED33U_F,GAJ_SED33U_C,COB_SED28_Br,COB_SED28_F,COB_SED28_C,KM_0_SED38_Br,KM_1_SED38_Br,KM_1_SED38_F,KM_1_SED38_C,SM_0_SED28_Br,SM_1_SED28_Br,SM_1_SED28_F,SM_1_SED28_C,RAY_NOAA_C,RAY_SMP_TRWL_Br,Gag_0_SED33U_Br,Gag_3_SED33U_Br,Gag_3_SED33U_F,Gag_3_SED33U_C,RGR_0_SED61_Br,RGR_3_SED61_Br,RGR_3_SED61_F,RGR_3_SED61_C,YEG_0_SED22_Br,YEG_3_SED22_Br,YEG_3_SED22_F,YEG_3_SED22_C,GOL_SED47_Br,GOL_NOAA_C,GOL_SED47_F,DWG_NOAA_Cf,SWG_YMG_SMP_VID_Br,SWG_NOAA_Cf,RSN_0_SED52_Br,RSN_1_SED52_Br,RSN_1_SED52_F,RSN_1_SED52_Cr,RSN_3_SED52_Br,RSN_3_SED52_F,RSN_3_SED52_C,VSN_SED67_Br,VSN_SED67_F,VSN_SED67_C,MSN_SED15AU_Br,MSN_SED15AU_F,MSN_SED15_C,OSN_SMP_TRWL_Br,OSN_NOAA_C,CoP_NOAA_C,ST_NOAA_C,ST_SMP_TRWL_Br,OcP_NOAA_C,OcP_SMP_TRWL_Br,BeP_NOAA_C,BeP_SMP_TRWL_Br,ReP_NOAA_C,ReP_SMP_TRWL_Br,RIF_NOAA_C,RIF_SMP_TRWL_Br,DCIF_NOAA_C,DCIF_SMP_TRWL_Br,RD_DISL_Br,RD_SED49_Cf,BCIF_NOAA_C,BCIF_SMP_TRWL_Br,TLF_SED22_Br,TLF_SED22_F,TLF_SED22_C,GTR_SED43_Br,GTR_SED43_F,GTR_SED43_C,CoOm_NOAA_C,CoOm_SMP_TRWL_Br,ReOm_NOAA_C,SRF_NOAA_C,SHS_NOAA_C,SHS_SMP_TRWL_Br,MEN_0_SED63_Br,MEN_1_SED63_Br,MEN_1_SED63_F,MEN_1_SED63_Cr,MEN_2_SED63_Br,MEN_2_SED63_F,MEN_2_SED63_C,MEN_3_SED63_Br,MEN_3_SED63_F,MEN_3_SED63_Cr,MEN_4_SED63_Br,MEN_4_SED63_F,MEN_4_SED63_Cr,ASK_SMP_TRWL_Br,MUL_NOAA_Cf,BUT_SMP_TRWL_Br,CEP_SMP_TRWL_Br,PSHR_SEFSC_2018_Br,PSHR_SEFSC_2018_F,PSHR_SEFSC_2018_C,BSHR_SEFSC_2018_Br,BSHR_SEFSC_2018_F,BSHR_SEFSC_2018_C,WSHR_SEFSC_2018_Br,WSHR_SEFSC_2018_F,WSHR_SEFSC_2018_C,CRB_SMP_TRWL_Br,CRB_GDAR_F,CRB_NOAA_C,MEP_SMP_TRWL_Br,MEP_NOAA_C,Comm_Dredge_Dig_E,Comm_Handline_E,Comm_Longline_Fish_E,Comm_Longline_Pelagic_E,Comm_Longline_Shark_E,Comm_Nets_E,Comm_Other_E,Comm_Pots_Traps_E,Comm_Purse_Menhaden_E,Comm_Purse_Other_E,Comm_Trawl_Bottom_Other_E,Comm_Trawl_Bottom_Shrimp_E,Rec_Headboat_E,Rec_Shore_E,Rec_Charterboat_E,Rec_Private_E
1991,1.010244989,0.003446641,0.012,1.346284604,0.000159756,0.116,1.202722949,0.001255403,0.377,0.984721891,0.000347271,1.21,0.000111781,0.106,1.111529212,0.001284131,0.524,0.927469138,4.60E-05,,0.008317005,0.27,,0.000383474,0.17,,0.001123117,,0.00033871,0.52,,0.002348387,0.161,0.001556148,0.02785372,1.005643094,0.578955483,0.007954215,1.096430163,0.237425642,0.002583277,0.989727023,0.688662814,0.091982135,0.00776341,1.455558037,0.891467027,0.173332519,0.008495721,0.000756582,0.008327172,0.969630957,0.756222975,0.276567055,0.004559537,0.932393129,0.785139267,0.216285723,0.01043534,0.897439641,0.85542658,0.053866758,0.001135556,0.066207627,1.17E-06,0.212,0.000607222,,0.002694264,1.171548667,1.076183525,0.104394305,0.001666148,0.380790651,0.229976845,0.006058334,1.137196164,0.095751031,0.005171819,0.894215498,0.151092031,0.001895961,0.01117644,0.003724972,0.019186946,0.036948669,0.034193818,0.000310959,0.013331774,0.001916036,0.062693385,0.000602413,0.003587383,0.023698038,0.058188344,0.030506537,0.054903055,,0.015616704,0.000324194,0.052030369,0.817338171,0.103193124,0.000313452,1.252073138,0.130633408,0.005576939,0.001682826,0.046088984,4.44E-05,0.001085924,0.016267935,0.002923182,,0.650022571,0.305942751,0.792706452,0.74297737,0.723845672,0.879280323,0.494358052,0.582216319,0.08823,0.326795716,0.508550453,0.012500987,0.004873566,0.043463194,0.009349376,0.012500915,0.697645083,0.112926383,0.009466546,0.666328231,2.297025363,0.128151786,0.636745109,0.115542355,0.067009113,0.003886017,1.012863579,0.096430711,0.015024747,0.028869858,1.230699716,1.031045312,1.18626474,1.251724138,1.094313454,0.299191777,2.5,1.984304657,0.752549395,2.235,2.032338308,2.11380489,1.894723943,2.834298662,0.803349312,1.170935007
1992,1.002227171,0.003699031,0.009,1.293831957,0.000136814,0.124,1.125456991,0.001010264,0.382,0.984721891,0.000570051,1.19,2.09E-04,0.151,1.103958719,0.003183848,0.399,0.859059409,0.000185185,,0.013662207,0.287,,0.000251477,0.14,,0.001177123,,0.000216129,0.619,,0.002235484,0.173,0.000626606,0.022001301,0.777920891,0.48995103,0.005207105,1.161195652,0.283902783,0.003271429,1.06186001,0.713527105,0.103104769,0.009016368,0.589127801,0.974675056,0.196384031,0.010524002,0.000728958,0.005641511,0.550948432,0.84905958,0.250799623,0.004642325,0.930881081,0.777498165,0.210585007,0.010061411,0.917591557,0.849795896,0.073011618,0.001529015,0.174788136,,0.073,0.000496234,,0.002187164,0.799775381,0.976444597,0.087887443,0.001272697,0.500674947,0.296776667,0.010279416,1.102603566,0.12440112,0.006514906,0.875365711,0.207136292,0.002544435,0.00767825,0.002810722,0.01745483,0.028790951,0.032271536,0.000250127,0.007314276,0.001486048,0.059504778,0.000684871,0.00228925,0.024373513,0.053939449,0.0260767,0.054660713,,0.024732487,0.000649175,0.052367294,0.80280468,0.104098993,0.000310581,1.147014673,0.121155487,0.004738316,0.001750488,0.040069523,4.10E-05,0.00091065,0.01623791,0.002454861,,0.413198749,0.338046202,0.556773871,0.566358119,0.772645041,0.715446129,0.516427737,0.624098271,0.098799065,0.339495736,0.544924992,0.013915697,0.002054583,0.041389329,0.009024847,0.007648484,0.834131394,0.086989757,0.00871895,0.608664545,1.982540464,0.101034739,0.597204199,0.129028293,0.070183471,0.002060586,1.207837084,0.102204713,0.015183756,0.051861181,1.084688872,1.040287124,1.247135027,1.437931034,1.256588072,0.254549646,2.4,2.116000967,0.650095602,2.493333333,1.664179104,2.258764639,2.139844841,2.710740013,0.796202941,1.208041415
1993,0.994209354,0.002839347,0.009,1.24137931,0.000132636,0.135,1.048269657,0.000862691,0.341,0.978753879,0.000337029,1.16,0.000108505,0.201,1.071095086,0.003432696,0.346,0.826420269,0.000222392,1.13,0.010096819,0.31,0.48,0.000144405,0.144,0.15,0.002084173,1.5,0.000448387,0.615,0.76,0.001954839,0.196,0.001735174,0.019747869,0.736334142,0.555944458,0.005592611,1.076386733,0.293379194,0.003133719,1.37729572,0.733146468,0.096234358,0.008646957,0.778704788,0.832318858,0.171665909,0.007855769,0.000560984,0.007731273,0.653964581,0.841880157,0.334135345,0.006132579,0.931628837,0.774346161,0.225036653,0.010708298,1.176646156,0.827736418,0.055758095,0.001137379,0.304555085,,0.089,0.000446204,0.108974359,0.001860741,0.924692735,0.939964602,0.142814151,0.001990826,0.549505201,0.343311137,0.013050962,1.036325695,0.12754533,0.006278058,0.82893087,0.165051026,0.001919916,0.009293714,0.002964875,0.018899701,0.030022849,0.041998006,0.000334755,0.015492978,0.001231788,0.054231353,0.000815316,0.003435703,0.025644987,0.052734025,0.027768714,0.12803945,,0.025477955,0.000444482,0.056315009,0.79946913,0.140101568,0.000416258,1.054392414,0.125209043,0.004501424,0.001924343,0.0460375,3.30E-05,0.001329815,0.017585174,0.006077486,,0.950581419,0.333951267,1.265366129,0.343858349,0.76664077,0.431,0.333243265,0.618921878,0.063224806,0.306603103,0.540431687,0.012463823,0.003382263,0.047288453,0.016778461,0.008648145,0.834798244,0.13606037,0.013648181,0.517647845,2.300532853,0.099708804,0.572310115,0.109647779,0.057155535,0.007517206,1.20958207,0.095942463,0.023383334,0.053954109,0.938678027,1,1,1.434482759,1.25520111,0.289120628,2.3,2.195856779,0.725302741,1.333333333,1.895522388,2.14596836,2.241194914,2.506405543,1.350039522,1.16536166
1994,0.986191537,0.002104642,0.008,1.171442448,0.000196607,0.151,0.987651948,0.00164737,0.43,0.978753879,0.000491101,1.12,6.11E-05,0.2,1.034245146,0.003764593,0.408,0.809483303,0.000320377,1.56,0.006860541,0.348,0.28,0.000123925,0.124,0.29,0.001427262,0.99,0.000280645,0.521,1.98,0.001474194,0.192,0.001156823,0.019200584,0.611088078,0.52234978,0.004360874,1.214529943,0.265220238,0.003196519,1.247940699,0.760499825,0.118870746,0.011079406,0.39985121,0.773959226,0.191214275,0.008136793,0.000573092,0.00386766,1.007490961,0.770238894,0.30445056,0.005112257,0.925412411,0.769373566,0.201571418,0.009530118,1.266696259,0.825465999,0.077186567,0.001570168,0.405190678,3.66E-07,0.094,0.000366571,1.08974359,0.001699705,0.934517646,0.779729411,0.057064798,0.000659877,0.588662373,0.309336978,0.012597401,0.971762459,0.125928389,0.005812303,0.813988966,0.11818667,0.001349997,0.011219423,0.002769202,0.022903552,0.037031371,0.035585942,0.000472398,0.010170389,0.001247388,0.056905188,0.000543709,0.001990689,0.022865649,0.063588179,0.034521599,0.060294996,,0.023605075,0.000477603,0.05067543,0.773280926,0.197738094,0.000568258,0.951445661,0.12510642,0.004058593,0.002261132,0.043063349,6.30E-05,0.001297479,0.016955861,0.005900575,,0.867317851,0.374757261,1.295603548,0.795779457,0.823754611,1.071757097,0.206738982,0.668439546,0.042361839,0.210572148,0.583384282,0.009240374,0.003550684,0.04350905,0.017061426,0.007060925,0.814001859,0.147188184,0.0143966,0.5370463,2.18922374,0.098440211,0.495192803,0.149123607,0.06725859,0.002610461,1.233612178,0.078048811,0.018993644,0.044720931,0.70345985,1.052848811,1.311659193,1.813793103,1.58668516,0.217795377,2.2,2.000421425,0.752071383,1.933333333,0.619402985,1.824221595,2.227402945,2.391900185,1.491605569,1.209714167
1995,0.982182628,0.002516338,0.007,1.118989801,0.000196952,0.171,0.901894795,0.002113435,0.422,0.978753879,0.000400858,1.08,1.42E-04,0.276,0.971960887,0.007815477,0.349,0.779297495,0.000297973,0.83,0.005100102,0.33,0.59,8.53E-05,0.149,0.23,0.001671993,0.92,0.000262258,0.565,0.75,0.002070968,0.221,0.000778772,0.020370531,0.568824865,0.373160778,0.002899899,1.274825351,0.191714865,0.002425319,1.643439221,0.773138179,0.118263979,0.011206035,0.866808233,0.62800361,0.15350468,0.005300278,0.000392874,0.012077522,1.425879071,0.741621702,0.363561912,0.005878023,0.955722776,0.786269025,0.191317147,0.00924394,1.422425075,0.807007066,0.062355671,0.001240105,0.45815678,,0.073,0.000345545,0.980769231,0.001519366,1.290033886,0.866595553,0.035597392,0.000457494,0.597762707,0.286906458,0.011864569,0.854273536,0.144084177,0.005846255,0.831919251,0.118553468,0.001384016,0.011255272,0.002556256,0.014959107,0.030449339,0.047880724,0.000331341,0.015515275,0.001249593,0.069446236,0.000409904,0.003339712,0.02392837,0.053860147,0.027439825,0.045483709,,0.037080163,0.000335658,0.052260502,0.734637984,0.253864827,0.000693097,0.858860646,0.147744148,0.004326582,0.002427795,0.042557044,3.71E-05,0.001531786,0.009290482,0.003477064,,0.611335161,0.282500039,0.68840129,0.683446086,0.68560583,0.766098387,0.384133272,0.549691878,0.064727903,0.10964541,0.480274663,0.003961084,0.007823374,0.033319442,0.00805496,0.00446363,0.961594824,0.175528404,0.020281548,0.561276067,2.397230148,0.112656671,0.667726909,0.118521172,0.072081174,0.000553977,1.621949022,0.079651776,0.015061733,0.039368149,0.463077718,1.068012562,1.429745889,1.955172414,1.708737864,0.14791209,1.75,1.535633643,0.664435946,1.306666667,0.417910448,1.725022881,1.880305066,2.271260694,1.615063743,1.233635488
1996,0.974164811,0.002259248,0.009,1.049052938,0.000233958,0.196,0.837778399,0.001626876,0.481,0.978753879,0.000634788,1.04,0.000140128,0.352,0.919802609,0.00404085,0.338,0.764602342,0.000259121,1.43,0.006855326,0.335,0.41,7.16E-05,0.151,0.38,0.001450113,1.42,0.000281,0.465,1.43,0.002890323,0.218,0.00128142,0.015841571,0.599329586,0.489273843,0.004006139,1.436985,0.249807108,0.00356221,0.933149463,0.802568077,0.095181085,0.009362135,0.916453567,0.656227054,0.112314257,0.004052322,0.000285251,0.011331345,0.991431254,0.883420671,0.27303767,0.005258484,0.526482499,0.808600684,0.163764659,0.008137413,1.016150305,0.811574699,0.039392961,0.000787866,0.487288136,,0.016,0.000269999,1.198717949,0.001482821,0.899518294,1.059831518,0.026089525,0.000410066,0.630599032,0.290835124,0.012687703,0.766142859,0.10180328,0.003704555,0.845022152,0.10257753,0.001216371,0.00908869,0.00232426,0.013904538,0.02886594,0.040977917,0.00028051,0.010927357,0.001443447,0.055442172,0.000774319,0.001705717,0.018318076,0.048668896,0.026387352,0.131774642,,0.034727434,0.000334559,0.04753391,0.684962885,0.12103254,0.000308097,0.773482396,0.090443068,0.002385271,0.001928595,0.032514629,5.23E-06,0.001254774,0.010398834,0.005137972,1.470668486,1.001230517,0.185956423,0.742145484,0.550266919,0.76405896,0.687394516,0.53458458,0.616697851,0.101059968,0.273737188,0.538501006,0.011088026,0.002820869,0.025590484,0.025383381,0.008839394,1.014507404,0.2286973,0.027879042,0.692858074,1.875685462,0.108811539,0.61162255,0.09422272,0.052488742,0.00010.001393914,1.700402736,0.09141668,0.022127756,0.050991562,0.253550219,1.027994616,1.669656203,1.675862069,1.464632455,0.03813747,1.191721133,1.035378956,0.71972594,0.866666667,1.206467662,1.856627879,1.763491271,2.230285246,1.592232548,1.205243408
1997,0.970155902,0.002116002,0.008,0.979116076,0.000193683,0.226,0.782900111,0.000879196,0.376,0.984721891,0.000719097,0.99,7.54E-05,0.273,0.891383716,0.002789129,0.354,0.756140518,0.000260414,1.12,0.007759083,0.329,0.65,5.40E-05,0.148,0.22,0.001744328,1.14,0.000293613,0.461,0.95,0.002451613,0.197,0.001193559,0.027383349,0.512701853,0.412507085,0.002889379,1.504828666,0.29765906,0.004444968,1.030340857,0.858934634,0.094871042,0.009987026,0.733945884,0.722800816,0.10481744,0.004165499,0.000493767,0.00911746,1.350417861,0.992600326,0.276298354,0.005978926,1.70647057,0.849682717,0.175236612,0.009149844,0.932061491,0.832018965,0.051593575,0.001057874,0.508474576,,0.046,0.000442214,2.070512821,0.001751072,0.97723657,1.133682175,0.047618706,0.000800607,0.657524306,0.327833328,0.014912407,0.722041813,0.134925723,0.004627235,0.868239572,0.077422558,0.000943306,0.008355369,0.002325248,0.017029942,0.03055095,0.042923778,0.000375958,0.012437673,0.001248351,0.03593062,0.000823497,0.001638211,0.020615431,0.048576844,0.029834048,0.109458694,,0.035986387,0.000227512,0.055505749,0.718882787,0.184712767,0.000493484,0.756326742,0.082714542,0.002133061,0.002412172,0.042881632,1.44E-05,0.000905086,0.012381352,0.01896844,0.590268304,0.921739774,0.180921426,0.664725161,1.022233958,0.751580085,1.256120645,0.333890021,0.605966542,0.062021516,0.317960655,0.529182739,0.012656481,0.002687381,0.029007105,0.011997957,0.00636829,0.773280773,0.196474996,0.018256019,0.62755444,1.84555675,0.096972696,0.546611746,0.114957227,0.057232442,0.00305934,1.428884023,0.093884335,0.015545627,0.059553984,0.205267235,1.052131,1.514200299,1.668965517,1.460471567,0.020576243,1.023965142,0.783476587,0.685468451,0.786666667,1.5,2.159621958,1.73423558,2.434443274,1.761510196,1.314014868
1998,0.966146993,0.002871122,0.009,0.909179213,0.000141535,0.256,0.74480766,0.00102648,0.36,0.984721891,0.000429703,0.95,1.45E-04,0.289,0.863127416,0.00489525,0.414,0.758564277,0.000214391,1.27,0.00567147,0.351,0.39,4.30E-05,0.151,1.34,0.002206039,0.69,0.000167742,0.564,0.71,0.002041935,0.185,0.000622292,0.014500585,0.513333601,0.334876241,0.002348509,1.246858416,0.20431578,0.002528026,1.35012376,0.890599446,0.085894281,0.009375384,1.381941156,0.742330291,0.093070932,0.003798622,0.000263656,0.020252688,1.947298159,1.027808418,0.355462503,0.007964829,0.438673636,0.918197086,0.138582018,0.007819425,1.05401745,0.839213129,0.048464688,0.001002312,0.572033898,,0.049,0.000424149,,0.001459662,0.640059995,0.922886658,0.02721107,0.00037243,0.711451976,0.27622257,0.013595262,0.669133069,0.101985379,0.003241268,0.879503469,0.087332462,0.001077852,0.009939747,0.002423695,0.014770805,0.025787262,0.033337907,0.000291037,0.006107933,0.001161126,0.030306472,0.00049945,0.001249153,0.016295126,0.036896269,0.026920689,0.101998535,,0.023321105,0.000209329,0.042037176,0.713486212,0.163968419,0.000434774,0.757985446,0.079679289,0.002059294,0.003028213,0.037700564,1.03E-05,0.001207643,0.011382963,0.005026554,0.890404729,0.746839099,0.152703085,0.45458871,0.946970958,0.675385398,1.04566871,0.647888449,0.541041229,0.107453581,0.222043602,0.47274968,0.007895932,0.004358602,0.025907603,0.010356966,0.005685162,0.795080923,0.258160806,0.024663984,0.513694953,2.702581021,0.116239753,0.657147438,0.134140158,0.080287635,0.001536481,1.499121564,0.098977351,0.01533301,0.060297685,0.216627937,1.082548228,1.378176383,1.589655172,1.388349515,0.015251372,0.94335512,0.801755755,0.652166985,0.826666667,2,2.181045593,1.603629815,2.250216588,1.631967314,1.152209415
1999,0.962138085,0.002633325,0.004,0.821758135,0.000194219,0.28,0.707344186,0.000782818,0.351,0.990689902,0.000441527,0.91,5.91E-05,0.235,0.841692094,0.002079586,0.419,0.769501102,0.000122563,1.2,0.008022097,0.337,1.32,0.000116201,0.157,0.5,0.0016908,1.76,0.000487097,0.549,0.7,0.001871129,0.174,0.001938991,0.013471755,0.597500592,0.305261576,0.002491832,1.167863481,0.25606035,0.002967542,1.18521062,0.910648976,0.075917806,0.008472997,0.902455145,0.892882017,0.11030057,0.005414854,0.000359006,0.015583808,1.144648265,1.277297245,0.279136857,0.007772838,0.433679619,0.976377088,0.203493225,0.012209548,1.171734341,0.850470596,0.068142951,0.001428188,0.741525424,3.66E-08,0.025,0.000650384,,0.001252691,1.10207125,0.809198061,0.028053622,0.000336662,0.754162346,0.25556745,0.013333778,0.630567699,0.144740253,0.004334965,0.88249185,0.084791612,0.001050048,0.008916594,0.002035627,0.021842402,0.035407073,0.040828094,0.00038376,0.013713374,0.001556432,0.02793336,0.000250776,0.002212563,0.018187797,0.04127399,0.030629761,0.051150549,,0.025983697,0.000186142,0.041252161,0.740236562,0.199142621,0.000547839,0.783334263,0.076177356,0.002034628,0.002098947,0.0322305,7.28E-06,0.000887379,0.011073063,0.007572135,0.530241019,1.2190218,0.203515922,0.988902903,0.794174796,0.805168932,1.045463548,0.76321751,0.652257294,0.152601065,0.478783746,0.569354976,0.020504842,0.005091013,0.031708661,0.015801515,0.005716065,0.719895975,0.133547487,0.011552263,0.675929214,2.106677512,0.119225715,0.606161928,0.145648714,0.080412274,0.003156387,1.816359121,0.100939947,0.012131502,0.046621445,0.239736638,1.142844325,1.464125561,1.765517241,1.542302358,0.015712439,0.755991285,0.924863541,0.660452518,0.866666667,1.8,1.793869889,1.026874761,1.94114828,1.584988677,1.172846539
2000,0.958129176,0.003316513,0.008,0.751821272,0.000137821,0.28,0.668583447,0.00124251,0.177,0.990689902,0.000429827,0.88,4.84E-05,0.199,0.842504267,0.007032175,0.379,0.773477042,0.000311903,1.04,0.006391133,0.321,1.34,0.000105968,0.162,0.28,0.000599164,1.43,0.000316,0.638,1.16,0.002041581,0.167,0.002565531,0.011578877,0.6795227,0.323734006,0.003005388,1.102977947,0.240125833,0.002628259,1.257475704,0.941768282,0.087248572,0.010070355,1.042569538,0.904514279,0.119518404,0.005943813,0.000356091,0.007340464,1.1058647,1.415862506,0.334693624,0.01033092,3.544695708,0.924646617,0.203179108,0.011544813,0.935853757,0.848000161,0.076796854,0.001604887,1.014300847,,0.089,0.00058305,,0.001036322,1.098304866,0.826778798,0.011597938,0.000142207,0.798803198,0.26193567,0.014474957,0.637864854,0.096022432,0.002909148,0.913065285,0.063387462,0.000812177,0.010783964,0.002552109,0.013704249,0.038158651,0.021381936,0.000429319,0.003786699,0.00181077,0.03483089,0.000403545,0.00132608,0.01782093,0.045113328,0.033252575,0.0365836,,0.038993876,0.000138084,0.035657223,0.762211817,0.247653242,0.000701516,0.826648611,0.059543537,0.001678292,0.003445469,0.036059944,1.51E-06,0.001077648,0.01071214,0.003688566,0.840381992,1.042333442,0.135543859,0.563158065,1.217486849,0.623356295,1.240813226,0.413270026,0.497269574,0.062996452,0.405116065,0.434652822,0.013245119,0.008513169,0.02865261,0.002228787,0.004196672,0.750313634,0.117564213,0.010599358,0.689694989,2.452783716,0.141640347,0.682363923,0.165309839,0.102740529,0,1.995387377,0.100900862,0.007144426,0.037788921,0.231474309,1.128129206,1.399103139,1.820689655,1.590846047,0.01864609,0.699346405,0.97416144,0.665391969,0.84,1.6,1.843310484,1.342000349,2.780327862,1.466513824,1.511253979
2001,0.958129176,0.00219255,0.005,0.68188441,0.000125561,0.247,0.645370245,0.001435338,0.218,0.996657914,0.000506398,0.86,4.18E-05,0.206,0.823375388,0.006704967,0.321,0.779584183,0.000233632,0.72,0.005420624,0.362,0.95,4.83E-05,0.178,0.31,0.00096162,0.49,0.000116677,0.615,1.28,0.001612226,0.142,0.002051,0.013002435,0.831533084,0.286823001,0.00325838,1.004217593,0.262848596,0.002619365,1.900055723,0.956679139,0.086444451,0.010135515,0.993973084,0.938999114,0.163619405,0.008447241,0.000285352,0.009476261,1.754931283,1.277164337,0.374989612,0.010440865,0.439777064,1.006639462,0.169132697,0.010462454,0.879979453,0.836228133,0.05531148,0.001139843,1.181144068,,0.081,0.000584908,,0.001299128,0.781960788,1.115981034,0.016691854,0.000276256,0.778150966,0.273855838,0.014742417,0.687350254,0.14024321,0.004578513,0.966166513,0.055256008,0.000749165,0.009398376,0.002858923,0.01365375,0.032481055,0.028295365,0.000291572,0.010118899,0.002113522,0.040878459,0.000384053,0.001754672,0.019674904,0.043293464,0.030994304,0.095934067,,0.035191432,0.000206359,0.06393585,0.762665605,0.250021122,0.000708645,0.879505671,0.067387767,0.002020839,0.002770635,0.032776399,1.37E-05,0.000865412,0.012037073,0.008253097,0.750341064,0.836598694,0.125380381,0.41811,1.131356824,0.59029435,1.091877742,1.13211055,0.469677354,0.162996677,0.385353031,0.410619213,0.011902329,0.003987908,0.0280232,0.009938818,0.006924299,0.755758504,0.152409017,0.013840612,0.69825959,2.224270227,0.130039448,0.627622055,0.136662821,0.078122406,0.009887576,1.572875944,0.079818632,0.015103227,0.039506006,0.246320682,1.098609242,1.423766816,1.355172414,1.185852982,0.020146818,0.699346405,0.984650043,0.638304653,1.4,1.791044776,1.997964101,1.303132073,3.206177559,1.340721072,1.593518875
2002,0.958129176,0.001907806,0.005,0.629431763,0.000135566,0.195,0.619759067,0.001622015,0.188,0.996657914,0.000556367,0.83,2.59E-05,0.234,0.814713538,0.004184994,0.292,0.789219397,0.000355021,0.71,0.006593411,0.306,1.35,8.34E-05,0.235,0.09,0.000712844,0.62,0.000187645,0.676,1.68,0.0018,0.132,0.002077216,0.011822984,1.014532689,0.338594233,0.004693036,1.032978797,0.206882769,0.002120695,1.370206512,0.981849878,0.060212262,0.007245568,0.89422932,0.928715368,0.132859302,0.006784057,0.000362826,0.009480697,1.553239227,1.31860078,0.359104029,0.010322956,0.461483645,1.079173229,0.156946581,0.010408187,0.810080808,0.842587042,0.055406365,0.001150481,1.273834746,,0.065,0.000658983,1.416666667,0.001520071,0.954844634,0.979462984,0.022667951,0.000329269,0.804449616,0.29400065,0.016361758,0.711723553,0.141178331,0.004772477,1.027083507,0.075736571,0.001091584,0.011613864,0.002740441,0.015886077,0.029356202,0.028979372,0.000397962,0.007360193,0.001348432,0.030060615,0.000253693,0.001655921,0.017463504,0.044671667,0.029678222,0.05953271,,0.031160576,0.000252354,0.039305115,0.761106894,0.279831209,0.000791516,0.900936429,0.089507863,0.002749586,0.002870479,0.034251454,8.20E-06,0.001078387,0.01129263,0.002825761,0.480218281,0.930800384,0.159856195,0.593102581,0.919004122,0.695753872,1.04539129,1.143796569,0.558298618,0.195751742,1.018560541,0.487759057,0.037370258,0.004239053,0.022199221,0.006143206,0.005026427,0.693999957,0.183456872,0.015298717,0.525276234,2.464732193,0.108399717,0.520229122,0.164742777,0.078059916,0.001728874,1.844063886,0.096573738,0.01110964,0.036589303,0.301704105,1.118797667,1.446935725,2.044827586,1.786407767,0.018876624,0.77124183,0.947268095,0.616156788,1.413333333,1.141791045,2.361885728,1.342418287,2.383031206,1.380064032,1.498693276
